external_id,created_at,total,customer_id,is_repeat,utm_campaign
seed-order-0678,2026-08-28T21:57:48Z,24.54,seed-customer-0831,false,klaviyo_welcome_flow
seed-order-0617,2026-08-10T20:10:35Z,34.12,seed-customer-0683,false,meta_prospecting
seed-order-0845,2026-08-25T05:02:32Z,24.04,seed-customer-0424,false,meta_prospecting
seed-order-0221,2026-08-18T17:26:01Z,8.33,seed-customer-0975,true,meta_prospecting
seed-order-1283,2026-08-27T01:53:23Z,27.79,seed-customer-0365,false,
seed-order-0873,2026-08-17T03:56:56Z,34.46,seed-customer-0445,false,meta_retargeting
seed-order-0504,2026-08-20T17:05:27Z,29.28,seed-customer-0347,false,meta_retargeting
seed-order-0697,2026-08-26T06:24:59Z,30.87,seed-customer-0659,false,google_brand_search
seed-order-0895,2026-08-16T15:27:16Z,15.8,seed-customer-0770,false,meta_prospecting
seed-order-0097,2026-08-10T23:45:25Z,20.2,seed-customer-0144,true,
seed-order-0959,2026-08-08T21:21:10Z,33.71,seed-customer-0511,false,
seed-order-1044,2026-08-28T02:13:33Z,33.11,seed-customer-0913,false,meta_prospecting
seed-order-0326,2026-08-10T19:20:03Z,16.08,seed-customer-0192,false,
seed-order-1114,2026-08-23T13:59:20Z,23.52,seed-customer-0093,false,google_brand_search
seed-order-0928,2026-08-06T22:32:33Z,28.28,seed-customer-0565,false,meta_prospecting
seed-order-0621,2026-08-27T05:58:45Z,37.19,seed-customer-0392,false,google_brand_search
seed-order-0007,2026-08-18T04:52:54Z,32.94,seed-customer-0830,true,klaviyo_welcome_flow
seed-order-0014,2026-08-11T05:08:22Z,35.27,seed-customer-0165,true,
seed-order-0656,2026-08-22T14:18:23Z,29.36,seed-customer-1008,false,google_brand_search
seed-order-0320,2026-08-13T23:12:05Z,30.63,seed-customer-0073,false,
seed-order-0393,2026-08-06T10:52:50Z,26.6,seed-customer-0160,false,
seed-order-0049,2026-08-11T07:01:32Z,30.07,seed-customer-0932,true,google_brand_search
seed-order-0700,2026-08-15T04:08:06Z,43.46,seed-customer-0557,false,google_brand_search
seed-order-0434,2026-08-29T06:50:03Z,25.52,seed-customer-0583,false,meta_prospecting
seed-order-1005,2026-08-01T23:34:15Z,16.6,seed-customer-0934,false,klaviyo_welcome_flow
seed-order-0376,2026-08-06T09:55:19Z,38.59,seed-customer-0298,false,klaviyo_welcome_flow
seed-order-0213,2026-08-21T03:27:43Z,30.62,seed-customer-0599,true,google_brand_search
seed-order-0501,2026-08-20T00:47:23Z,25.6,seed-customer-0548,false,klaviyo_welcome_flow
seed-order-0321,2026-08-03T11:19:28Z,46.56,seed-customer-0362,false,meta_prospecting
seed-order-0046,2026-08-28T07:07:32Z,21.68,seed-customer-0921,true,
seed-order-0473,2026-08-01T06:18:14Z,30.99,seed-customer-0297,false,google_brand_search
seed-order-0218,2026-08-22T21:52:20Z,35.89,seed-customer-0821,true,meta_retargeting
seed-order-0528,2026-08-13T12:23:27Z,21.63,seed-customer-0875,false,klaviyo_welcome_flow
seed-order-0460,2026-08-19T08:27:16Z,25.44,seed-customer-0597,false,
seed-order-0576,2026-08-13T11:11:50Z,22.28,seed-customer-0872,false,meta_prospecting
seed-order-0925,2026-08-17T04:28:36Z,30.4,seed-customer-0762,false,
seed-order-0934,2026-08-01T10:10:41Z,20.64,seed-customer-0014,false,meta_prospecting
seed-order-1039,2026-08-21T04:44:48Z,25.18,seed-customer-0597,false,meta_prospecting
seed-order-0479,2026-08-11T12:09:55Z,49.75,seed-customer-0599,false,meta_prospecting
seed-order-0426,2026-08-19T01:19:03Z,31.19,seed-customer-0029,false,meta_prospecting
seed-order-0892,2026-08-15T17:35:25Z,20.62,seed-customer-0792,false,meta_retargeting
seed-order-1117,2026-08-12T20:29:23Z,26.15,seed-customer-0076,false,google_brand_search
seed-order-0108,2026-08-14T00:52:06Z,29.07,seed-customer-0379,true,meta_prospecting
seed-order-0958,2026-08-10T12:40:55Z,35.9,seed-customer-0834,false,
seed-order-1151,2026-08-16T03:04:16Z,18.8,seed-customer-0020,false,
seed-order-0211,2026-08-19T05:30:45Z,27.84,seed-customer-0213,true,google_brand_search
seed-order-0239,2026-08-29T19:13:15Z,36.65,seed-customer-0362,true,meta_retargeting
seed-order-1277,2026-08-18T21:46:25Z,31.79,seed-customer-0190,false,meta_prospecting
seed-order-0712,2026-08-26T19:25:00Z,35.21,seed-customer-0956,false,google_brand_search
seed-order-0001,2026-08-17T20:26:27Z,35.61,seed-customer-0115,true,meta_retargeting
seed-order-0665,2026-08-17T16:03:47Z,18.51,seed-customer-0432,false,meta_prospecting
seed-order-0183,2026-08-04T02:46:29Z,20.3,seed-customer-0310,true,google_brand_search
seed-order-0008,2026-08-26T22:12:51Z,31.6,seed-customer-0911,true,meta_prospecting
seed-order-0061,2026-08-09T06:51:02Z,33.66,seed-customer-0245,true,meta_retargeting
seed-order-0512,2026-08-16T17:51:28Z,24.84,seed-customer-0007,false,
seed-order-0661,2026-08-03T15:04:21Z,37.32,seed-customer-0784,false,google_brand_search
seed-order-0579,2026-08-26T19:12:31Z,40.57,seed-customer-0981,false,meta_prospecting
seed-order-1013,2026-08-14T14:00:56Z,23.67,seed-customer-0772,false,meta_retargeting
seed-order-1172,2026-08-02T19:53:17Z,18.62,seed-customer-0512,false,klaviyo_welcome_flow
seed-order-0778,2026-08-01T21:07:07Z,42.2,seed-customer-0448,false,meta_retargeting
seed-order-0979,2026-08-01T20:29:44Z,42.81,seed-customer-0801,false,meta_prospecting
seed-order-0790,2026-08-22T14:34:16Z,26.5,seed-customer-0471,false,klaviyo_welcome_flow
seed-order-0865,2026-08-06T02:55:31Z,41.21,seed-customer-0359,false,klaviyo_welcome_flow
seed-order-0222,2026-08-17T10:55:53Z,33.07,seed-customer-0673,true,meta_prospecting
seed-order-0698,2026-08-30T19:26:00Z,23.67,seed-customer-0893,false,klaviyo_welcome_flow
seed-order-0735,2026-08-10T16:55:59Z,34.81,seed-customer-0008,false,meta_retargeting
seed-order-0458,2026-08-29T01:06:16Z,31.66,seed-customer-0937,false,google_brand_search
seed-order-0125,2026-08-18T14:55:58Z,37.15,seed-customer-0216,true,meta_retargeting
seed-order-0768,2026-08-28T14:57:10Z,27.79,seed-customer-0167,false,meta_prospecting
seed-order-0157,2026-08-30T05:10:09Z,28.01,seed-customer-0444,true,meta_retargeting
seed-order-0779,2026-08-28T02:07:53Z,28.41,seed-customer-0090,false,meta_prospecting
seed-order-1181,2026-08-09T13:48:32Z,45.76,seed-customer-0315,false,meta_retargeting
seed-order-0513,2026-08-27T22:03:22Z,47.72,seed-customer-0976,false,meta_prospecting
seed-order-0200,2026-08-17T08:20:17Z,41.91,seed-customer-1001,true,meta_retargeting
seed-order-0494,2026-08-19T04:17:25Z,22.02,seed-customer-0817,false,meta_prospecting
seed-order-1278,2026-08-03T02:43:45Z,33.29,seed-customer-0744,false,google_brand_search
seed-order-0740,2026-08-20T07:42:22Z,33.37,seed-customer-0715,false,meta_retargeting
seed-order-0277,2026-08-14T15:09:11Z,28.51,seed-customer-0366,true,
seed-order-1142,2026-08-16T08:22:19Z,28.38,seed-customer-0892,false,google_brand_search
seed-order-0625,2026-08-07T07:10:20Z,26.88,seed-customer-0381,false,klaviyo_welcome_flow
seed-order-0867,2026-08-16T05:58:26Z,18.56,seed-customer-0181,false,
seed-order-0086,2026-08-18T21:14:21Z,20.03,seed-customer-0416,true,meta_prospecting
seed-order-0525,2026-08-16T07:33:57Z,28.97,seed-customer-0649,false,meta_prospecting
seed-order-1074,2026-08-18T00:35:27Z,49.53,seed-customer-0941,false,klaviyo_welcome_flow
seed-order-1085,2026-08-13T13:59:45Z,27.61,seed-customer-0823,false,google_brand_search
seed-order-0394,2026-08-05T16:21:38Z,23.97,seed-customer-0290,false,meta_prospecting
seed-order-0536,2026-08-08T07:43:17Z,36.0,seed-customer-0050,false,meta_prospecting
seed-order-0181,2026-08-03T11:45:30Z,27.72,seed-customer-0208,true,meta_retargeting
seed-order-1080,2026-08-16T18:01:28Z,28.59,seed-customer-0738,false,
seed-order-0293,2026-08-14T10:12:00Z,29.57,seed-customer-0301,false,
seed-order-0483,2026-08-10T08:08:33Z,35.09,seed-customer-0537,false,
seed-order-0121,2026-08-01T19:24:36Z,45.94,seed-customer-0924,true,klaviyo_welcome_flow
seed-order-0430,2026-08-09T12:10:01Z,38.86,seed-customer-0191,false,meta_prospecting
seed-order-0370,2026-08-01T13:39:48Z,27.61,seed-customer-0760,false,klaviyo_welcome_flow
seed-order-0800,2026-08-28T14:27:44Z,28.9,seed-customer-0290,false,klaviyo_welcome_flow
seed-order-0180,2026-08-05T12:29:37Z,48.33,seed-customer-0636,true,meta_prospecting
seed-order-0282,2026-08-22T05:48:39Z,29.48,seed-customer-0523,true,meta_prospecting
seed-order-0898,2026-08-29T16:27:55Z,29.29,seed-customer-0526,false,meta_prospecting
seed-order-0280,2026-08-26T09:19:41Z,27.21,seed-customer-0331,true,meta_prospecting
seed-order-0637,2026-08-23T04:19:55Z,25.61,seed-customer-0739,false,google_brand_search
seed-order-1202,2026-08-19T17:39:52Z,42.4,seed-customer-0678,false,meta_prospecting
seed-order-1184,2026-08-11T16:54:00Z,36.46,seed-customer-0779,false,meta_retargeting
seed-order-0930,2026-08-21T19:37:29Z,35.58,seed-customer-0599,false,
seed-order-0676,2026-08-28T19:31:31Z,43.83,seed-customer-0194,false,meta_prospecting
seed-order-0262,2026-08-17T19:05:51Z,30.1,seed-customer-0884,true,meta_prospecting
seed-order-1185,2026-08-11T00:38:10Z,36.91,seed-customer-0465,false,
seed-order-0855,2026-08-18T08:26:26Z,33.74,seed-customer-0291,false,meta_retargeting
seed-order-0949,2026-08-09T14:50:38Z,30.22,seed-customer-0499,false,klaviyo_welcome_flow
seed-order-1146,2026-08-25T13:12:59Z,32.07,seed-customer-0360,false,meta_prospecting
seed-order-0667,2026-08-18T16:09:20Z,29.33,seed-customer-0963,false,meta_prospecting
seed-order-0987,2026-08-12T19:15:54Z,40.66,seed-customer-0720,false,meta_prospecting
seed-order-1248,2026-08-02T02:19:02Z,26.19,seed-customer-0328,false,meta_prospecting
seed-order-0188,2026-08-24T17:21:34Z,42.49,seed-customer-0933,true,klaviyo_welcome_flow
seed-order-1254,2026-08-17T01:47:11Z,34.22,seed-customer-0369,false,meta_retargeting
seed-order-0866,2026-08-23T20:12:38Z,45.16,seed-customer-0005,false,meta_retargeting
seed-order-0062,2026-08-08T04:24:05Z,21.29,seed-customer-0789,true,meta_prospecting
seed-order-0035,2026-08-20T05:15:54Z,26.71,seed-customer-0260,true,
seed-order-0012,2026-08-27T09:42:04Z,39.07,seed-customer-0709,true,meta_prospecting
seed-order-1140,2026-08-15T04:26:00Z,34.44,seed-customer-0349,false,meta_retargeting
seed-order-1066,2026-08-27T10:22:41Z,31.11,seed-customer-1003,false,meta_prospecting
seed-order-0367,2026-08-11T04:35:11Z,47.38,seed-customer-0872,false,meta_prospecting
seed-order-0140,2026-08-15T18:06:00Z,33.31,seed-customer-0180,true,meta_retargeting
seed-order-0907,2026-08-23T08:24:49Z,40.73,seed-customer-0007,false,meta_retargeting
seed-order-0748,2026-08-16T20:04:18Z,34.12,seed-customer-0326,false,google_brand_search
seed-order-0028,2026-08-29T06:32:02Z,27.22,seed-customer-0297,true,meta_prospecting
seed-order-0390,2026-08-07T10:03:31Z,27.03,seed-customer-0577,false,
seed-order-0135,2026-08-06T07:37:40Z,26.36,seed-customer-0785,true,
seed-order-0099,2026-08-24T23:40:22Z,31.34,seed-customer-0780,true,
seed-order-0882,2026-08-24T16:47:23Z,22.13,seed-customer-0690,false,meta_prospecting
seed-order-0072,2026-08-04T13:12:45Z,37.91,seed-customer-0882,true,meta_retargeting
seed-order-0161,2026-08-10T23:03:06Z,21.09,seed-customer-0269,true,google_brand_search
seed-order-0927,2026-08-03T16:25:47Z,21.04,seed-customer-0564,false,meta_prospecting
seed-order-1136,2026-08-07T15:46:58Z,26.03,seed-customer-0642,false,klaviyo_welcome_flow
seed-order-0041,2026-08-28T15:57:38Z,31.04,seed-customer-0361,true,meta_prospecting
seed-order-1165,2026-08-12T04:39:22Z,20.6,seed-customer-0577,false,google_brand_search
seed-order-0660,2026-08-15T21:13:50Z,40.57,seed-customer-0717,false,meta_prospecting
seed-order-1145,2026-08-14T19:50:06Z,28.91,seed-customer-0291,false,meta_prospecting
seed-order-0184,2026-08-22T22:34:27Z,29.6,seed-customer-0342,true,meta_prospecting
seed-order-0850,2026-08-10T12:10:24Z,42.47,seed-customer-0891,false,meta_prospecting
seed-order-0561,2026-08-08T22:09:31Z,29.17,seed-customer-0681,false,klaviyo_welcome_flow
seed-order-0155,2026-08-24T07:13:40Z,30.25,seed-customer-0486,true,meta_retargeting
seed-order-0344,2026-08-21T17:59:07Z,40.86,seed-customer-0456,false,
seed-order-1010,2026-08-18T21:28:25Z,28.25,seed-customer-0296,false,meta_prospecting
seed-order-0495,2026-08-02T14:43:59Z,46.01,seed-customer-0742,false,meta_prospecting
seed-order-1174,2026-08-28T07:17:42Z,26.59,seed-customer-0774,false,google_brand_search
seed-order-1028,2026-08-04T21:24:55Z,42.86,seed-customer-0151,false,meta_prospecting
seed-order-0938,2026-08-18T08:31:27Z,40.76,seed-customer-0251,false,google_brand_search
seed-order-0969,2026-08-17T21:57:07Z,33.89,seed-customer-0758,false,klaviyo_welcome_flow
seed-order-0064,2026-08-15T02:56:05Z,22.44,seed-customer-0420,true,meta_prospecting
seed-order-0416,2026-08-22T02:14:46Z,44.66,seed-customer-0542,false,meta_prospecting
seed-order-0039,2026-08-18T06:16:09Z,35.66,seed-customer-0286,true,meta_prospecting
seed-order-0582,2026-08-10T04:03:36Z,32.36,seed-customer-0929,false,meta_prospecting
seed-order-1197,2026-08-20T20:53:34Z,27.25,seed-customer-0729,false,meta_prospecting
seed-order-1007,2026-08-10T15:37:47Z,28.22,seed-customer-0124,false,meta_prospecting
seed-order-0572,2026-08-05T20:29:02Z,44.36,seed-customer-0039,false,
seed-order-1011,2026-08-28T04:27:45Z,29.89,seed-customer-0700,false,
seed-order-0627,2026-08-13T14:18:36Z,33.14,seed-customer-0221,false,google_brand_search
seed-order-0900,2026-08-18T02:30:27Z,48.6,seed-customer-0154,false,meta_prospecting
seed-order-0244,2026-08-18T07:54:10Z,31.06,seed-customer-0039,true,google_brand_search
seed-order-0968,2026-08-15T18:51:00Z,25.26,seed-customer-0757,false,meta_prospecting
seed-order-1046,2026-08-04T08:36:36Z,11.72,seed-customer-0017,false,meta_prospecting
seed-order-0491,2026-08-01T21:10:36Z,37.68,seed-customer-0235,false,meta_prospecting
seed-order-1280,2026-08-19T17:33:25Z,25.29,seed-customer-0327,false,meta_prospecting
seed-order-0059,2026-08-01T15:25:23Z,20.02,seed-customer-0535,true,
seed-order-0112,2026-08-01T21:46:30Z,26.33,seed-customer-0896,true,meta_prospecting
seed-order-0506,2026-08-30T09:47:05Z,18.83,seed-customer-0751,false,meta_prospecting
seed-order-0788,2026-08-12T23:37:04Z,28.01,seed-customer-0613,false,meta_prospecting
seed-order-0662,2026-08-10T14:04:25Z,34.54,seed-customer-0769,false,
seed-order-0117,2026-08-29T03:47:59Z,30.45,seed-customer-0126,true,meta_prospecting
seed-order-0550,2026-08-24T09:30:33Z,32.4,seed-customer-0766,false,meta_retargeting
seed-order-1284,2026-08-14T23:35:06Z,19.89,seed-customer-0581,false,meta_prospecting
seed-order-0577,2026-08-25T18:49:49Z,38.49,seed-customer-0839,false,meta_retargeting
seed-order-0880,2026-08-06T01:20:00Z,38.82,seed-customer-0730,false,meta_prospecting
seed-order-0727,2026-08-27T07:45:45Z,32.05,seed-customer-0848,false,meta_prospecting
seed-order-0610,2026-08-28T07:18:37Z,42.97,seed-customer-0354,false,meta_prospecting
seed-order-0456,2026-08-21T04:50:58Z,20.3,seed-customer-0110,false,
seed-order-0199,2026-08-24T11:19:10Z,47.25,seed-customer-0515,true,google_brand_search
seed-order-0749,2026-08-10T14:24:59Z,24.59,seed-customer-0062,false,meta_prospecting
seed-order-1016,2026-08-18T19:28:32Z,26.09,seed-customer-0718,false,
seed-order-0991,2026-08-24T06:12:49Z,19.73,seed-customer-0095,false,meta_prospecting
seed-order-0387,2026-08-30T22:18:37Z,34.21,seed-customer-0185,false,meta_prospecting
seed-order-0932,2026-08-22T12:38:26Z,34.77,seed-customer-0943,false,
seed-order-0381,2026-08-28T08:11:29Z,29.16,seed-customer-0720,false,google_brand_search
seed-order-0904,2026-08-18T01:20:38Z,32.81,seed-customer-0500,false,klaviyo_welcome_flow
seed-order-0935,2026-08-23T08:41:06Z,35.63,seed-customer-0020,false,meta_prospecting
seed-order-1218,2026-08-05T01:16:58Z,31.62,seed-customer-0534,false,klaviyo_welcome_flow
seed-order-0149,2026-08-18T09:42:17Z,26.5,seed-customer-0352,true,meta_prospecting
seed-order-0352,2026-08-11T20:18:24Z,34.46,seed-customer-0856,false,meta_prospecting
seed-order-0530,2026-08-11T05:05:27Z,38.93,seed-customer-0896,false,
seed-order-0451,2026-08-06T06:52:02Z,36.76,seed-customer-0700,false,meta_retargeting
seed-order-1169,2026-08-30T04:39:37Z,20.63,seed-customer-0567,false,meta_prospecting
seed-order-0942,2026-08-12T15:32:14Z,27.64,seed-customer-0708,false,google_brand_search
seed-order-0812,2026-08-22T18:07:15Z,30.96,seed-customer-0600,false,
seed-order-0888,2026-08-03T09:55:21Z,34.43,seed-customer-0533,false,meta_prospecting
seed-order-0340,2026-08-09T07:39:04Z,40.58,seed-customer-0269,false,google_brand_search
seed-order-0325,2026-08-25T03:23:39Z,27.0,seed-customer-0306,false,
seed-order-0132,2026-08-16T05:17:17Z,26.85,seed-customer-0538,true,klaviyo_welcome_flow
seed-order-0552,2026-08-28T08:41:04Z,34.16,seed-customer-0495,false,
seed-order-0941,2026-08-30T00:36:17Z,19.83,seed-customer-0137,false,meta_prospecting
seed-order-0305,2026-08-15T22:42:23Z,38.81,seed-customer-0024,false,meta_retargeting
seed-order-1233,2026-08-07T19:50:39Z,29.6,seed-customer-0257,false,klaviyo_welcome_flow
seed-order-0258,2026-08-16T11:04:34Z,28.6,seed-customer-0063,true,meta_retargeting
seed-order-0341,2026-08-04T19:47:15Z,40.45,seed-customer-0283,false,
seed-order-1297,2026-08-08T05:04:12Z,28.19,seed-customer-0282,false,meta_prospecting
seed-order-0846,2026-08-11T21:44:27Z,30.75,seed-customer-0578,false,meta_prospecting
seed-order-1078,2026-08-08T01:11:47Z,21.43,seed-customer-0962,false,meta_prospecting
seed-order-1192,2026-08-11T06:05:15Z,20.17,seed-customer-0291,false,meta_prospecting
seed-order-0598,2026-08-15T17:12:27Z,30.67,seed-customer-0764,false,meta_prospecting
seed-order-0569,2026-08-17T05:16:48Z,35.26,seed-customer-0412,false,klaviyo_welcome_flow
seed-order-0502,2026-08-07T06:13:06Z,41.13,seed-customer-0372,false,meta_prospecting
seed-order-0435,2026-08-19T19:07:34Z,42.52,seed-customer-0007,false,meta_retargeting
seed-order-0784,2026-08-02T18:36:56Z,31.9,seed-customer-0369,false,meta_prospecting
seed-order-0058,2026-08-24T02:15:58Z,27.72,seed-customer-0930,true,google_brand_search
seed-order-0634,2026-08-30T03:07:09Z,33.23,seed-customer-0157,false,meta_retargeting
seed-order-1102,2026-08-01T23:43:32Z,31.97,seed-customer-0683,false,klaviyo_welcome_flow
seed-order-0372,2026-08-23T16:40:42Z,34.64,seed-customer-0542,false,
seed-order-1001,2026-08-06T05:57:37Z,35.08,seed-customer-0015,false,meta_retargeting
seed-order-0009,2026-08-26T08:36:18Z,27.54,seed-customer-0310,true,meta_prospecting
seed-order-0555,2026-08-25T01:35:15Z,25.64,seed-customer-0019,false,
seed-order-1064,2026-08-27T21:27:54Z,34.67,seed-customer-0483,false,meta_retargeting
seed-order-0194,2026-08-01T03:18:23Z,20.51,seed-customer-0508,true,
seed-order-0185,2026-08-09T04:20:43Z,23.62,seed-customer-0362,true,google_brand_search
seed-order-0254,2026-08-14T09:04:57Z,29.65,seed-customer-0264,true,google_brand_search
seed-order-0268,2026-08-30T23:18:14Z,27.08,seed-customer-0379,true,meta_prospecting
seed-order-0734,2026-08-08T09:57:45Z,29.25,seed-customer-0075,false,google_brand_search
seed-order-1228,2026-08-27T07:30:46Z,44.92,seed-customer-0859,false,meta_retargeting
seed-order-0754,2026-08-29T02:58:58Z,23.3,seed-customer-0817,false,google_brand_search
seed-order-1265,2026-08-13T22:55:17Z,35.41,seed-customer-0514,false,
seed-order-1053,2026-08-29T07:58:46Z,19.43,seed-customer-0836,false,meta_retargeting
seed-order-1081,2026-08-18T19:52:10Z,44.33,seed-customer-0588,false,klaviyo_welcome_flow
seed-order-0021,2026-08-28T03:37:56Z,25.62,seed-customer-0161,true,google_brand_search
seed-order-0694,2026-08-29T02:47:37Z,29.76,seed-customer-0609,false,meta_prospecting
seed-order-0641,2026-08-14T03:03:01Z,36.48,seed-customer-0532,false,klaviyo_welcome_flow
seed-order-0307,2026-08-01T19:01:15Z,29.17,seed-customer-0165,false,google_brand_search
seed-order-0917,2026-08-29T04:51:57Z,43.81,seed-customer-0224,false,meta_prospecting
seed-order-1167,2026-08-22T13:11:06Z,33.33,seed-customer-0375,false,meta_prospecting
seed-order-0951,2026-08-02T10:53:00Z,13.87,seed-customer-0711,false,meta_prospecting
seed-order-0459,2026-08-29T00:53:51Z,25.87,seed-customer-0646,false,
seed-order-0684,2026-08-18T09:57:42Z,34.77,seed-customer-0841,false,meta_prospecting
seed-order-0342,2026-08-17T11:43:24Z,34.73,seed-customer-0084,false,meta_prospecting
seed-order-0067,2026-08-30T02:51:23Z,36.64,seed-customer-0972,true,klaviyo_welcome_flow
seed-order-0519,2026-08-08T23:37:48Z,29.49,seed-customer-0959,false,
seed-order-0347,2026-08-18T02:56:32Z,29.69,seed-customer-0713,false,meta_prospecting
seed-order-0164,2026-08-30T09:26:50Z,32.01,seed-customer-0323,true,meta_prospecting
seed-order-0742,2026-08-18T13:41:12Z,20.57,seed-customer-0277,false,meta_retargeting
seed-order-1178,2026-08-29T14:21:03Z,33.38,seed-customer-0054,false,meta_retargeting
seed-order-0453,2026-08-01T11:51:27Z,48.9,seed-customer-0754,false,meta_retargeting
seed-order-0013,2026-08-18T17:09:31Z,23.5,seed-customer-0022,true,meta_prospecting
seed-order-0228,2026-08-25T22:39:19Z,37.88,seed-customer-0856,true,meta_prospecting
seed-order-0322,2026-08-22T03:26:27Z,36.74,seed-customer-0151,false,klaviyo_welcome_flow
seed-order-0642,2026-08-12T03:30:38Z,38.07,seed-customer-0833,false,meta_prospecting
seed-order-1298,2026-08-27T06:32:28Z,19.4,seed-customer-0560,false,meta_retargeting
seed-order-0562,2026-08-09T07:43:32Z,29.64,seed-customer-0626,false,klaviyo_welcome_flow
seed-order-0707,2026-08-22T09:48:04Z,29.7,seed-customer-0971,false,meta_retargeting
seed-order-0271,2026-08-27T10:32:52Z,19.53,seed-customer-0555,true,meta_retargeting
seed-order-1186,2026-08-17T18:38:26Z,32.52,seed-customer-0765,false,
seed-order-0328,2026-08-18T12:29:30Z,28.1,seed-customer-0749,false,meta_prospecting
seed-order-0918,2026-08-21T09:05:07Z,23.73,seed-customer-0901,false,
seed-order-1020,2026-08-10T12:10:52Z,38.67,seed-customer-0325,false,meta_retargeting
seed-order-0509,2026-08-11T20:47:08Z,23.78,seed-customer-0700,false,meta_prospecting
seed-order-0236,2026-08-11T03:37:11Z,27.95,seed-customer-1014,true,meta_prospecting
seed-order-0033,2026-08-07T07:54:05Z,25.29,seed-customer-0326,true,meta_retargeting
seed-order-1126,2026-08-06T18:18:52Z,34.45,seed-customer-0098,false,
seed-order-0933,2026-08-04T23:15:38Z,37.9,seed-customer-0282,false,
seed-order-0584,2026-08-01T09:18:16Z,25.62,seed-customer-0698,false,meta_prospecting
seed-order-1148,2026-08-04T07:25:12Z,41.32,seed-customer-0317,false,meta_retargeting
seed-order-1251,2026-08-06T04:40:26Z,36.19,seed-customer-0413,false,
seed-order-0378,2026-08-14T22:00:41Z,28.48,seed-customer-0737,false,meta_prospecting
seed-order-0356,2026-08-21T10:13:37Z,31.68,seed-customer-0133,false,meta_retargeting
seed-order-0654,2026-08-18T07:23:36Z,43.73,seed-customer-0666,false,google_brand_search
seed-order-0897,2026-08-15T08:25:52Z,25.91,seed-customer-0730,false,meta_prospecting
seed-order-1139,2026-08-07T03:15:32Z,29.06,seed-customer-0419,false,
seed-order-0558,2026-08-13T15:34:46Z,19.18,seed-customer-0663,false,
seed-order-0901,2026-08-09T02:31:26Z,43.85,seed-customer-0235,false,
seed-order-1231,2026-08-09T21:48:19Z,18.88,seed-customer-0832,false,klaviyo_welcome_flow
seed-order-0126,2026-08-18T18:22:22Z,10.71,seed-customer-0776,true,klaviyo_welcome_flow
seed-order-0889,2026-08-18T00:54:00Z,26.19,seed-customer-0833,false,klaviyo_welcome_flow
seed-order-0291,2026-08-12T17:43:30Z,24.23,seed-customer-0371,false,meta_prospecting
seed-order-0956,2026-08-16T19:49:20Z,41.59,seed-customer-0426,false,meta_prospecting
seed-order-0304,2026-08-05T06:41:32Z,30.92,seed-customer-0732,false,
seed-order-0756,2026-08-16T10:35:47Z,29.7,seed-customer-0789,false,meta_prospecting
seed-order-1253,2026-08-04T12:10:43Z,29.01,seed-customer-0718,false,google_brand_search
seed-order-1285,2026-08-28T19:34:34Z,22.18,seed-customer-0358,false,google_brand_search
seed-order-1112,2026-08-17T05:46:15Z,34.81,seed-customer-0223,false,meta_retargeting
seed-order-0312,2026-08-27T07:59:00Z,41.79,seed-customer-0475,false,
seed-order-0051,2026-08-12T12:42:12Z,39.52,seed-customer-0561,true,klaviyo_welcome_flow
seed-order-0148,2026-08-14T13:43:31Z,20.61,seed-customer-0688,true,google_brand_search
seed-order-0349,2026-08-23T20:22:51Z,23.91,seed-customer-0412,false,google_brand_search
seed-order-0334,2026-08-28T11:14:34Z,46.95,seed-customer-0684,false,google_brand_search
seed-order-0574,2026-08-28T01:52:20Z,34.33,seed-customer-0214,false,meta_retargeting
seed-order-1003,2026-08-14T16:21:01Z,28.28,seed-customer-0806,false,google_brand_search
seed-order-0680,2026-08-14T12:11:54Z,32.34,seed-customer-0294,false,meta_prospecting
seed-order-0604,2026-08-18T20:13:09Z,24.52,seed-customer-0494,false,meta_prospecting
seed-order-0343,2026-08-03T22:03:04Z,21.16,seed-customer-0468,false,
seed-order-0034,2026-08-23T18:57:11Z,38.09,seed-customer-0405,true,
seed-order-0817,2026-08-24T01:55:43Z,38.94,seed-customer-0440,false,google_brand_search
seed-order-0365,2026-08-05T06:57:46Z,35.5,seed-customer-0978,false,
seed-order-0531,2026-08-16T16:26:54Z,37.26,seed-customer-0146,false,google_brand_search
seed-order-1171,2026-08-29T23:00:57Z,34.89,seed-customer-0217,false,meta_prospecting
seed-order-0383,2026-08-30T15:53:34Z,25.81,seed-customer-0339,false,meta_prospecting
seed-order-0605,2026-08-22T03:59:14Z,34.86,seed-customer-0947,false,
seed-order-0016,2026-08-26T06:40:32Z,37.32,seed-customer-0593,true,klaviyo_welcome_flow
seed-order-0950,2026-08-22T15:29:58Z,24.56,seed-customer-0946,false,google_brand_search
seed-order-0963,2026-08-30T06:33:01Z,20.61,seed-customer-0871,false,meta_retargeting
seed-order-0060,2026-08-02T10:20:53Z,30.63,seed-customer-0771,true,google_brand_search
seed-order-0274,2026-08-14T05:48:36Z,40.02,seed-customer-0863,true,meta_prospecting
seed-order-0683,2026-08-21T06:28:57Z,35.24,seed-customer-0326,false,meta_prospecting
seed-order-0664,2026-08-17T10:37:03Z,32.15,seed-customer-0663,false,klaviyo_welcome_flow
seed-order-0695,2026-08-07T00:45:31Z,32.47,seed-customer-0904,false,meta_retargeting
